sentiment,Retweets
1,"RT @AHamiltonSpirit: There is no question climate change is man-made. If you have doubts, and haven't seen an inconvenient truth, please…"
1,
1,RT @ROSchneider: Neoliberalism has conned us into fighting climate change as individuals | Martin Lukacs 
1,RT @davidsirota: MUST READ: Rick Perry ordered Texas legislature to kill bill requiring state agencies to prepare for climate change https:…
1,RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.
1,
1,RT @verge: Google Earth’s Timelapse update illustrates  years of climate change  
1,RT @SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ¢â‚¬Â¦
1,
1,
1,RT @Earthjustice: NOAA Report:  was nd hottest year in history. One more reason to fight climate change deniers in Trump Admin &gt;…
1,
1,
1,
1,"RT @RonaldKlain: As Trump decides on Paris, @BrianCDeese &amp; I team up in @washingtonpost to warn about climate change and epidemics: https:…"
1,RT @savingoceans: Lack of #climate change action can potentially hurt future #fishermen jobs. 
1,
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,
1,RT @IrisRimon: The Chinese just broke massive iceberg in Antarctica as part of their global warming hoax.
1,"RT @NDeNicolaMD: , doctors agree: climate change is making us sick #EarthDay #MarchForScience #HealthAndClimate…"
1,RT @tristinc: our president think climate change is a hoax made by the chinese &amp; our vice president thinks being gay is a curable disease.Ã¢â‚¬Â¦
1,"RT @SethMacFarlane: Are we looking at an America that officially believes climate change is a hoax? Sorry, everybody else."
1,
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change  httÃ¢â‚¬Â¦"
1,"RT @peta: Meat production is a leading cause of climate change, water waste, deforestation, &amp; extinction. #WorldVeganDayÃ¢â‚¬Â¦"
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,RT @SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ¢â‚¬Â¦
1,RT @lexiprez: he is literally a climate change denier....RIP our planet 
1,
1,"RT @Kloppholic: Imagine trying to convince yourself that global warming isn't real and instead a conspiracy. Wake up, before it's tÃ¢â‚¬Â¦"
1,
1,
1,
1,
1,
1,
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,"RT @SamJamesVelde: It's  degrees in early November in Los Angeles, but you know ....according to Trump global warming and climate changeÃ¢â‚¬Â¦"
1,
1,
1,RT @GeographerJay: Trump wants to end NASA climate change research as real estate markets start to slump due to climate change …
1,"RT @JeffDSachs: CNN panelists erupt over climate change - CNN Video Time to call out lies of Trump, Koch Brothers, and Heritage. …"
1,
1,
1,RT @AstroKatie: Governments of several world powers are failing us on climate change. We need to act without them if we want any hope for tÃ¢â‚¬Â¦
1,"RT @KamalaHarris: I stand with @JerryBrownGov in saying that California will not back down on climate change. 
"
1,
1,"RT @benwikler: Don't worry, it's just the natural process of anthropogenic climate change rendering the earth uninhabitable"
1,
1,RT @HawaiiDelilah: So Trump went to Ivanka and a reporter for insights on climate change. Not scientists. Two women with no expertis…
1,RT @wqs: Pakistan is the th most vulnerable country in terms of climate change. Whats our most experienced Prime Minister has to say about…
1,RT @AJB: We knock ourselves out over Brexit and Trump but I think climate change will bury both of those issues-But I really hope I'm w…
1,
1,"RT @LastWeekTonight: If you donÃ¢â‚¬â„¢t believe man-made global warming is a a silly issue, give to the Natural Resources Defense Council (https:Ã¢â‚¬Â¦"
1,
1,
1,"RT @bradleym: @JuddLegum Me (to my  yo kid): do you believe in climate change?
Kid: It's a scientific fact, so it doesn't matte…"
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,
1,RT @billmckibben: 'ExxonMobil has a long history of peddling misinformation on climate change.' @elizkolbert in @NewYorker #ExxonKnew https…
1,"RT @MrDenmore: Apart from taking us to the brink of recession, doubling the deficit and making us a pariah on refugees &amp; climate change, th…"
1,RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦
1,
1,"RT @marcuschown: With a denier in the White House, how do we deal with the global warming catastrophe that threatens . billion of us withÃ¢â‚¬Â¦"
1,
1,RT @GlblCtzn: When you hear Trump's new EPA director says carbon doesn't cause climate change.  …
1,RT @turnscoat: why can't we agree that climate change is our number one priority
1,"RT @MobilizeClimate: We must stop treating the effects of climate change as some far off doomsday. They are here, they are now.

…"
1,RT @JacobWhitesides: I think that's global warming not christmas 
1,"RT @Che_Jackson: Not that climate change is real or anything, but it's  in Columbus, OH right now... in November. @realDonaldTrump"
1,
1,RT @wakmax: Just talk about climate change says @alicebell - it'll make you feel better about it. Go on then - have a read …
1,RT @duycks: join us tomorrow for #HRC event on #childrenrights in context of climate change. key message: protect and empower…
1,RT @UNEP: How to boost funding for developing countries to adapt to the effects of climate change is a key issue at #COP:Ã¢â‚¬Â¦
1,"RT @PaulHBeckwith: Listen, folks to a STORY,
about the evil twin,
of climate change.

The oceans on ACID.

… "
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,RT @AdrianGeoLopez: People still don't believe in global warming ��‍♂️ what can we do especially with the president pulling out of the P…
1,
1,RT @scholaurship: AND this motherfucker doesn't believe in climate change i-
1,
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,"RT @NatGeoPhotos: 'Although climate change can be a scary topic, ice can be insanely, unimaginably beautiful.' httpsÃ¢â‚¬Â¦"
1,
1,
1,
1,RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.
1,RT @taylorandbrown: i think the number one thing that bothers me about trump being president is that he's going to defund climate change reÃ¢â‚¬Â¦
1,RT @illuminateboys: I can't believe there are politicians who believe that climate change is fake. And these are the people working for ourÃ¢â‚¬Â¦
1,RT @jamespeshaw: @NZGreens It gets you an end to poverty in New Zealand. It gets you clean water and action on climate change.
1,RT @Shadbase: @Shadbase people who don't believe in global warming explain this
1,RT @BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks iÃ¢â‚¬Â¦
1,RT @ConversationEDU: Sea turtles have been around for  million years but the pace of climate change is an existential challenge.Ã¢â‚¬Â¦
1,
1,
1,"RT @stevevsninjas: It's Ã‚Â°F so climate change is a lie!

That's  data point! Like u met me &amp; concluded all men are white and speak EnglisÃ¢â‚¬Â¦"
1,RT @SierraClubWI: #PollutingPruitt thinks human impact on climate change “subject to continued debate” It’s not #ClimateFacts …
1,"RT @yayitsrob: The Trump two-step on climate change: Say something kinda moderate, do something extremely radical "
1,
1,
1,RT @ClimateHome: One week to save UN #COP climate change talks from Trump:  
1,"RT @aleszubajak: In Chile, 'there is 'no space for climate denial because we see climate change threatening us in multiple shapes.' ' https…"
1,"RT @michaelaWat: So much denial. So bad for us all. 

Energy Department climate office bans use of phrase ‘climate change’ …"
1,
1,RT @savingoceans: Wondering about climate change and how it impacts our #oceans? Check out #ClimateChange  with @BillNye …
1,RT @FranceHillary: Trump is a Chinese agent: Ignoring climate change and the benefits of clean energy only helps China. WEAK!
1,
1,"RT @KamalaHarris: Proud to represent a state that is finding creative ways to act on climate change.
"
1,RT @PalmerReport: #NoDAPL Golden Gate Park joins Badlands National Park in defying Donald Trump by tweeting about climate change …
1,
1,RT @Fusion: America is about to become the only country in the world with a leader who doesnÃ¢â‚¬â„¢t think global warming is real.Ã¢â‚¬Â¦
1,
1,
1,"RT @RalphNortham: The environment is facing its biggest opponent yet, and it's not climate change—it's Donald Trump. "
1,"RT @followernodad: parent: I'd do anything for my children!

Scientist: here's how to stave off climate change so your children can stay oÃ¢â‚¬Â¦"
1,RT @voxdotcom: TrumpÃ¢â‚¬â„¢s election marks the end of any serious hope of limiting climate change to  degrees 
1,
1,RT @CineversityTV: #FF #Trump's #corrupt #EPA chief says CO isn't main cause of #climate change #fossil fuels are and... | @scoopit https:…
1,RT @iansomerhalder: Speaking of climate change-TONIGHT Is another killer episode of @YEARSofLIVING ! /c on @NatGeoChannel Ã¢â‚¬Â¦
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦
1,
1,
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦
1,
1,"RT @ddlovato: #IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro-choice and global warming IS real. #Ã¢â‚¬Â¦"
1,
1,"RT @BrentSullivan: @climatehawk @Shell 
while they still deny climate change, our denial that they could put profit over planet and people…"
1,RT @joshgad: The mourning stage is over. Now we fight. Putting a climate change denier as head of EPA is an act of war on our kids. #StandUp
1,RT @UN:  #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦
1,RT @SenFeinstein: BREAKING: Senate Appropriations Committee just voted to restore vital funding for the UN climate change panel—a big victo…
1,
1,
1,"RT @michaelpielocik: new york times new marquee hire denies climate change and previously wrote about 'the disease of the arab mind,' re…"
1,RT @TimWattsMP: 'I will not lead a party that is not as committed to effective action on climate change as I am' 
1,
1,
1,"RT @FastNewsDelhi: 'Science exhibition train' to spread awareness on climate change @sureshpprabhu
@RailMinIndia 
"
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change  httÃ¢â‚¬Â¦"
1,RT @FemalePains: im gonna just ignore the fact that the world is either about to end bc of climate change or nuclear war and focus o…
1,"RT @manjusrii: Exxon, Trump, Putin &amp; $ billion deal to accelerate global warming (via @mckenziewark ) cc @Shoq "
1,RT @ed: Slow progression of climate change my butt Mother Nature wants to be heard 
1,
1,RT @sierraclub: .@POTUS just announced an ambitious but achievable plan to cut climate change pollution by % by : Ã¢â‚¬Â¦
1,RT @AdamBandt: ANZ today revealed they may not give mortgages in future for houses impacted by sea-level rise from global warming …
1,"RT @SenSanders: We can combat climate change at the local level. @joshfoxfilm
and I are talking about how: "
1,
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦
1,RT @MSMWatchdog: Neoliberalism has conned us into fighting climate change as individuals | Martin Lukacs 
1,RT @CanadianPM: Thanks to @georgesoros for sharing your insights on the global economic outlook and climate change #Davos #WEF https://…
1,
1,
1,
1,RT @makeinindia: Where the sun shines: India's solar power commitment is a force against climate change: @WorldBank #MakeInIndia …
1,RT @SNVworld: Decentralised renewables: the front line against climate change  via @PowerAll #COP #ClimateActÃ¢â‚¬Â¦
1,"RT @: In the US? Write a letter to the editor, urge media to connect the dots between climate change &amp; Hurricane Harvey:…"
1,
1,
1,"RT @JanakiLenin: That is why we link rivers, divert climate change funds to GST, lay roads through forests, etc. "
1,RT @BillNye: Just a little climate change. What's a few Billion$$ here or there? 
1,RT @SarahKSilverman: At what point in ur evolution did big oil make u realize climate change was a hoax? 
1,RT @sierraclub: 'We've doubled renewable energy production and become the leader in fighting climate change.' -@POTUS in Philly #ClimateVotÃ¢â‚¬Â¦
1,RT @lenajfc: now the majority of people in office believe that climate change isn't real. mother earth is mourning today
1,
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change  httÃ¢â‚¬Â¦"
1,
1,
1,"RT @NatGeo: By using projections from  models, researchers predict how climate change threatens our water resources …"
1,"RT @MoscowTimes: Russian astronomers complain that climate change is clouding their night skies. @realDonaldTrump, you have ur order… "
1,"RT @BrentNYT: But, of course, global warming is liberal hoax.  "
1,RT @evacide: The admin that puts a climate change denier in charge of the EPA puts a guy who can't download his own apps in char…
1,RT @mzjacobson: Extreme drought symptom of global warming enabled by fossil lobbyists+politicians: UN:  million may starve …
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,RT @TulsiGabbard: We must continue to illustrate the impacts that climate change is already having on communities around the worldÃ¢â‚¬â€especialÃ¢â‚¬Â¦
1,RT @JohnGal: The top ten global warming 'skeptic' arguments answered | Dana Nuccitelli | Environment | The Guardian …
1,RT @latimes: Harvey should be a warning to Trump that climate change is a global threat  via…
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦
1,RT @igorbobic: The Sunday shows ignored a calamitous new global warming report. Only show to mention? SNL. 
1,"RT @Matthijs: 'Before the Flood'
Great documentary on the consequences of climate change with Leonardo DiCaprio
 |Ã¢â‚¬Â¦"
1,RT @WFP: Did you know climate change can increase the risk of food insecurity and malnutrition?  …
1,
1,
1,"RT @JustinTrudeau: Welcome to Ottawa, @Premier_Silver – looking forward to working together to fight climate change &amp; protect our envi… "
1,"RT @OsmanAkkoca: I Am,OSMAN AKKOCA Declaring That İf The Countries Want To Stop #climate change I Am İn Turkey! - #EPA - http://t.co/ewxzr…"
1,
1,
1,
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,
1,
1,
1,"RT @chunkymark: True Not all Trump supporters are white supremacist loving racist xenophobic climate change denying sexist swamp bigots, juÃ¢â‚¬Â¦"
1,
1,"RT @lsarsour: The first  Days of Trump. Repealing Obamacare, dismantling executive orders &amp; flushing climate change in toilet Ã¢â‚¬Â¦"
1,
1,RT @Slate: Politicians won’t tackle climate change. Should we call it something else?  
1,
1,RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.
1,
1,RT @hoplitnet: Conservative logic on climate change. 
1,RT @WaterBart: Many braved the snow in Denver to demand action to curb climate change. Inspired by #DenverClimateMarch…
1,RT @Greenpeace: The best way to protect a coral reef is to take action on climate change. Simple.  …
1,"RT @UNEP: 'I call on world leaders, business &amp; civil society to take ambitious action on climate change.' - @antonioguterres…"
1,RT @ClimateChangRR: Conversations by top climate change influencers in the last week 
1,
1,"RT @AmyDentata: White supremacy thrives on denial of facts. The same denial that says global warming is a hoax, that vaccines cause autism……"
1,RT @followernodad: Donald Trump once backed urgent climate change initiatives. He doesn't believe anything he's doing.
1,"RT @KamalaHarris: Our obligation, both as a global leader and as the planet’s second largest polluter, is to combat global warming—a threat…"
1,
1,RT @SmartCitiesSCIS: Claire BAFFERT: Interested in City-twinning programme on adaptation to climate change? New call opens in July!…
1,
1,
1,RT @DomRKing: you're honestly dumb as hell if you think climate change isn't a real thing 🙄🙄
1,
1,"RT @amkmusty: In addition to the fact that it's one of our largest contributors to global warming, it is a shameful loss of an ex…"
1,RT @OccupyWallStNYC: Remember that for decades #Exxon misled the public about climate change. #RexTillerson  
1,
1,RT @JamesDukeMason: Raising animals for meat production is a huge contributor to global warming. That's why I'm a vegan! #progressive https…
1,RT @amcafee: .@LHSummers: Trump trade polices are 'the economic equivalent of denying climate change or being for creationism.' …
1,RT @Fusion: America is about to become the only country in the world with a leader who doesnÃ¢â‚¬â„¢t think global warming is real.Ã¢â‚¬Â¦
1,"RT @DonnaFEdwards: Trumpian theory: if we don't research climate, then climate change won't exist. "
1,"RT @AltUSDA_ARS: Finally, the truth behind this Administration's tacit support of climate change! "
1,RT @nowthisnews: The climate change 'hiatus' is bullish*t 
1,RT @theecoheroes: Government 'tried to bury' its own frightening report on climate change #environment #climatechange #flood …
1,
1,
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change  httÃ¢â‚¬Â¦"
1,
1,RT @ab_noble: Bill Gates launches $B clean energy fund - Showing private investors taking reins on reigning in climate change  …
1,RT @frankieboyle: Let's look on the bright side. Maybe climate change will kill off humanity before a Global Fascist government can start tÃ¢â‚¬Â¦
1,RT @UNEP: Study finds that marine reserves are helping ecosystems cope with climate change. Read more:  …
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,
1,
1,"RT @Agent: , deaths a year are linked to climate change. Trump exiting the #ParisAgreement is a humanitarian crisis. …"
1,"RT @SanSip: Roses are withered 
Violets have an odd hue
And climate change
Is coming for you, too."
1,
1,
1,"RT @interfaithpower: Trump exec order to undo #climate progress won't undo #climate change . But will make its impacts worse, cost lives, a…"
1,"RT @DavidCornDC: Hey Florida, nice little Everglades you've got there. Thanks for voting for a climate change denier. See you in hurricaneÃ¢â‚¬Â¦"
1,"RT @tripgabriel: Trump: 'nobody really knows' if climate change is real 
Check % of most active researchers https:…"
1,"RT @TomFitton: On climate change, Scott Pruitt causes an uproar - and contradicts the EPA’s own website.Hooray! "
1,RT @Clairecorcor: #MothersMarchClimate bc climate change is no hoax! 
1,RT @DanNerdCubed: Trump's put a climate change denier in charge of the EPA? 
1,RT @_xninox_: If this event didn't prove to y'all how real climate change is and how it affects us idk what will
1,RT @Jackthelad: We need more climate change warriors like Naomi KleinÃ‚ #auspol  
1,
1,"RT @HillaryClinton: 'If you believe in science and that we have to act on climate change, then you have to vote!' Ã¢â‚¬â€Hillary Ã¢â‚¬Â¦"
1,RT @SenSanders: If we don't address climate change there'll be more conflict over limited resources. We must listen to scientists not fossiÃ¢â‚¬Â¦
1,"RT @MikeGrunwald: Not the key takeaway but it's truly good that even Trump aides have to say manmade climate change is real, even if they d…"
1,
1,
1,RT @simon_reeve: Our world needs protection!! Sign up to @WWF_UK #EarthHour &amp; show you want action on climate change. …
1,"RT @JoyAnnReid: The next four years could set the United States back decades, in education, science, trade, climate change and more."
1,"RT @teddygoff: Fun fact: if elected, Donald Trump would be the only leader of any nation on earth who denies climate change. Ã¢â‚¬Â¦"
1,RT @Mark_Butler_MP: % of Aussies want strong action on climate change &amp; energy because it will create jobs &amp; investment. #ClimateoftheNat…
1,"RT @GreenpeaceUK: Nicola Sturgeon won't meet @realDonaldTrump while in USA, she'll sign agreement on climate change with Trump critic…"
1,RT @keekin_it_real: it's really sad how some people still don't believe in climate change. the world is literally changing before your eyesÃ¢â‚¬Â¦
1,RT @mic: Watch misinformation about climate change be dispelled with real facts Ã¢â‚¬Â¦
1,"RT @AlongsideWild: In , for the first time ever, a mammal species went extinct due to climate change:  

#ITwee…"
1,RT @_RyanBurnett: Only in America do we accept weather predictions from a groundhog yet refuse to believe in climate change from scientists
1,
1,
1,"RT @AssaadRazzouk: In the new new world, China lectures the United States about climate change and the importance of cooperation betweÃ¢â‚¬Â¦"
1,RT @AnonyPress:  was the year that the United States elected a man who believes that global warming is a Chinese conspiracy
1,RT @DeanLeh: Scientists leak key climate change report before Dirty Donald Trump could block it. 
1,
1,RT @BernieSanders: Some politicians still refuse to recognize the reality of climate change. It’s . That’s a disgrace.
1,"RT @cathmckenna: 'Instead of debating whether reducing carbon emissions is too expensive, we should consider how much climate changeÃ¢â‚¬Â¦"
1,RT @FastCoExist: Here are  totally achievable things we need to do to reverse global warming:  …
1,
1,"RT @McCauley_Lab: Want to know if climate change is real? Ask a fisherman.

 "
1,"RT @pablorodas: #climate #p RT With climate change deniers in charge, time for scientists to step up. …"
1,RT @fonzfranc: highlighted some black leaders in the fight against climate change for @blavity |  | ✊����
1,"RT @PoliticKels: Don't worry about global warming. We're going to build a new Earth, a bigger Earth, it will be the best Earth ever #TrumpN…"
1,RT @TheCinnamon: Vote for who you think is the best candidate. Please know climate change is a very real thing and we are currently destrÃ¢â‚¬Â¦
1,
1,
1,RT @busterjimmy: @MarkRuffalo So depressing I know. The fact that global warming is increasing at alarming rates and nothing is bein…
1,RT @WIRED:  was a pivotal year in the war on climate change 
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change Ã¢â‚¬Â¦
1,
1,RT @alvinlindsay: 'River piracy' is the latest weird thing to come out of climate change  @mashable …
1,"RT @ScientistsEU: So, should we join in? -and march in solidarity with US colleagues on issues of climate change, antiscience &amp; Trump?
htt…"
1,RT @jimkchin: Good to see reporting on climate change taken this seriously. 
1,RT @nathanTbernard: @realDonaldTrump but I thought climate change was a hoax manufactured by the Chinese? 
1,RT @smilleesims: It's  degrees. InJanuary. Up north. And our President-Elect doesn't believe in global warming 😂😂
1,
1,RT @AyyThereDelilah: Florida's dumb ass voted Trump now y'all gone be underwater because Republicans don't believe in climate change.
1,"RT @AWF_Official: If you want evidence of climate change, just look at Amboseli National Park, says AWF's Fiesta Warinwa. Here's why:… "
1,RT @BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks iÃ¢â‚¬Â¦
1,
1,RT @AAPsyc: Because Canadians believe in science and climate change! #WhyILoveCanada
1,
1,"RT @ClimateHealth: 'We've got a big public health problem here with climate change' -Bob Perkowitz, @ecoAmerica President Ã¢â‚¬Â¦"
1,
1,"RT @jack_johnson: The environment is a silent stakeholder in everything we do, and climate change is its way of speaking. We can't ignoreÃ¢â‚¬Â¦"
1,RT @greenpeaceusa: Heartbreaking images of climate change that should make even the biggest deniers feel somethingÃ¢â‚¬Â¦
1,
1,
1,RT @johniadarola: If we start calling climate change 'Radical Islamic Terrorism' do you think we can get Trump to fight it?
1,
1,RT @ericcoreyfreed: Anthrax spores stay alive in permafrost for  years. Enter climate change. Can you guess what happened next? https://…
1,
1,RT @mishacollins: Good point! @realdonaldtrump IS the candidate who might end global warming by bringing us nuclear winter. DON'T BEÃ¢â‚¬Â¦
1,
1,"RT @dharmadude: @MDBlanchfield The Trump climate change hoax, is the biggest hoax on Earth. DT wants sanctions lifted on the $B…"
1,RT @StigAbell: I know nobody cares about climate change in the brave new world. But the red line is this year's sea ice. This lookÃ¢â‚¬Â¦
1,RT @VICE: Trump's climate change policies keep getting worse  
1,"RT @capitalweather: The  things you should know about climate change:
. It’s real. 
. It’s us. 
. Experts agree. 
. It’s bad. 
. Ther…"
1,RT @BOM_au: ICYMI: How has Aust. climate changed &amp; how will it change in the future? #StateoftheClimate @CSIROnewsÃ¢â‚¬Â¦
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦
1,
1,RT @climatehawk: How #climate change is altering spring | @MichiganRadio  #globalwarming #phenology…
1,
1,RT @scienceclimate: I teach AP Science used it to explain the Science of climate change &amp; how the @HeartlandInst is a mouthpiece for f…
1,RT @EllePuentes: When someone's an environmentalist and militant against global warming but they still eat meat...... Ã¢â‚¬Â¦
1,
1,"RT @ComedyPics: Me: *Enjoying Life*
My brain: you're broke, a nuclear war could start soon, and global warming is getting worst …"
1,
1,
1,
1,
1,
1,
1,
1,
1,RT @cwebbonline: It's a crime that we went this whole election cycle with barely a mention of climate change! #BeforeTheFloodÃ¢â‚¬Â¦
1,
1,
1,
1,
1,
1,RT @davidaxelrod: It's  in Chicago. Snowed in the UAE. And the Senate just confirmed a climate change denier to run the EPA. …
1,
1,"RT @ClimateChangRR: COP  Ã¢â‚¬â€ Morocco, a leading country in Africa to adapt to climate change | Climate Agreement NewsÃ¢â‚¬Â¦"
1,
1,RT @KmiotekC: 'Fighting climate change fights also global injustice ' @DieschbourgC #Greens 
1,
1,
1,"RT @codinghorror: I guess the good news is that with global warming accelerating on Trump's watch, Florida will be less of a factor in futuÃ¢â‚¬Â¦"
1,RT @Slate: China very kindly explains to Trump that it didnÃ¢â‚¬â„¢t invent climate change as a hoax.  Ã¢â‚¬Â¦
1,RT @nytimesbusiness: A look at some long-shot engineering ideas to keep climate change from wrecking the planet  htt…
1,
1,RT @BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks iÃ¢â‚¬Â¦
1,"RT @KamalaHarris: If this administration won’t do it, CA will pick up the torch and lead the way in the fight against climate change. 
http…"
1,RT @SpiritualSmoker: it's absolutely disgusting how big of a problem climate change it yet nobody seems to give a fuck
1,
1,
1,"RT @SenBillNelson: Sea-level rise is a real threat to Florida. If the U.S. stops fighting climate change, the rest of the world will too an…"
1,"RT @SenSchumer: Powerful article frm @KHayhoe: Everyone believes in global warming, they just dont realize it. Time to #ActOnClimate https:…"
1,RT @HarvardBiz: It is very possible that global cooperation to fight climate change will collapse due to the Trump presidency Ã¢â‚¬Â¦
1,"RT @AssaadRazzouk: In the new new world, China lectures the United States about climate change and the importance of cooperation betweÃ¢â‚¬Â¦"
