sentiment,Retweets
2,
2,
2,"RT @CNN: Scientists are scrambling to protect research on climate change, energized by concerns about Trump administration… "
2,"RT @AP_Politics: National Park Service defies White House social media ban, tweets on climate change, Japanese interned during WWII. https:…"
2,
2,
2,RT @Anothergreen: A Kurdish response to climate change  
2,
2,RT @Independent: US 'forces G to drop any mention of climate change' in joint statement 
2,
2,
2,RT @environmentguru: Trump shifts stance on climate change: … softening his tone on whether climate…  #ClimateChange…
2,
2,RT @WWF_Australia: NSW landclearing laws a 'loss' for action on climate change: Possingham  via @RadioNational
2,RT @CNN: Kids are taking the feds -- and possibly Trump -- to court over climate change 
2,
2,RT @EcoloCYL: .@EP_Environment #CETA contraries direction of our commitments to limit global warming below a temperature rise of °C #CETAT…
2,
2,
2,
2,
2,RT @guardiannews: Ã¢â‚¬ËœThereÃ¢â‚¬â„¢s no plan BÃ¢â‚¬â„¢: climate change scientists fear consequence of Trump victory  Ã¢â‚¬Â¦
2,"RT @MinhazMerchant: G environment ministers meet in Italy, pledge to fight climate change as per Paris accord with or without US.…"
2,"RT @democracynow: Chomsky on climate change: 'Every Republican candidate… either denied what is happening, or… said we shouldn't do a…"
2,RT @pinklphants: The mayor of Chicago posted all of the climate change data that was deleted off the EPAs website under Trump on the city…
2,"RT @Wine_Newz: The #Wine industry in #Europe could be in trouble due to global warming, researchers warn "
2,
2,RT @aggyk: Five Pacific islands lost to rising seas as climate change hits 
2,
2,RT @Fusion: Peru is suffering its worst floods in recent history—and some scientists say global warming is to blame: 
2,RT @Environment_Ke: Kenya has ratified the Paris Agreement on climate change @JudiWakhungu @MyGovKe @NemaKenya @KeForestService…
2,RT @HuffingtonPost: California professors sign open letter to Trump urging action on climate change  …
2,RT @aireguru: California knocks Trump as it extends climate change effort: SAN FRANCISCO (AP) — Gov.… …
2,
2,"RT @HuffPostPol: The effects of climate change on wildlife are far worse than we thought, study finds  …"
2,
2,
2,
2,RT @guardianeco: Paris climate change agreement enters into force 
2,
2,
2,
2,
2,
2,RT @AJEnglish: #WorldPenguinDay: This Penguin colony is at risk from climate change. 
2,
2,RT @AJEnglish: Reindeer are disappearing at an alarming rate in Alaska and Canada due to climate change. 
2,RT @ajplus: The Obama admin is sending $ million to a global climate change fund. 
2,"RT @tongotongoz: #lastnightinsweden : Mass immigration from the north, due to global warming. "
2,RT @wef: Why cities are outpacing countries in the race to curb climate change  #environment 
2,
2,"RT @wef: Many young people fear climate change and poverty, as much as they fear terrorism  "
2,RT @TheBaxterBean: BREAKING: Trump signs executive order dismantling President Obama's efforts to combat climate change.…
2,RT @tveitdal: Barack Obama warns climate change could create refugee crisis ‘unprecedented in human history’…
2,RT @clintonkowach: Ethiopia's coffee industry threatened by climate change  #News #Bibleprophecy #Truth #Knowledge #…
2,RT @EnergyBoom: China: Trump's election will not jeopardize global efforts to combat climate change #COP 
2,RT @ClimateCentral: Every Trump cabinet nominee's position on climate change → 
2,RT @PetraAu: EPA head Scott Pruitt denies that carbon dioxide causes global warming 
2,
2,RT @nytimes: Spring came early. Scientists say climate change is a culprit.  
2,RT @mmcphoto: The real news: #climatechange Record-breaking climate change pushes world into ‘uncharted territory’ 
2,RT @Energydesk: #ShellKnew |  film emerges showing oil firm Shell warning of climate change  …
2,RT @AmazngEbooks Author and radio host suggests we've already lost the climate change war:  
2,
2,
2,
2,
2,
2,
2,RT @CNN: President-elect Donald Trump says 'nobody really knows' if climate change is real  
2,RT @cnni: The mental health implications of climate change  
2,"RT @guardian: From heatwaves to hurricanes, floods to famine: seven climate change hotspots "
2,RT @washingtonpost: China tells Trump climate change is not a Chinese hoax 
2,RT @CTVNews: Canada will capitalize if Trump takes step back on climate change: Trudeau  #cdnpoli …
2,
2,RT @p_hannam: 'Disaster alley': #CycloneDebbie shows how #climate change will test Australia's military  via @smh #A…
2,"RT @WhySharksMatter: US federal department is censoring use of term 'climate change', emails reveal #a #feedly "
2,
2,
2,
2,RT @business: China tells Trump climate change isn't a hoax it invented  
2,
2,
2,
2,"RT @sunlorrie: World leaders duped by manipulated global warming data, top NOAA climate scientist says "
2,
2,RT @GRI_LSE: President-elect Trump considering ways to fast-track US withdrawal from #ParisAgreement on climate change Ã¢â‚¬Â¦
2,
2,RT @thinkprogress: EPA administrator Scott Pruitt did not mention climate change once in his first speech to the EPA…
2,
2,
2,RT @FaceTheNation: @BernieSanders takes on Donald Trump on climate change 
2,
2,RT climatehawk: Biden urges Canada to fight #climate change despite Trump - ABCNews  #glo… 
2,
2,RT @HuffingtonPost: Energy deptartment rejects Trump's attempt to single out staff working on climate change  https:…
2,"RT @tveitdal: In the year ,  billion people could become climate change refugees due to rising ocean levels.…"
2,
2,RT @HuffingtonPost:  House Republicans try to make Donald Trump care about climate change  
2,"RT @SafetyPinDaily: Trump is jeopardizing Pentagon’s efforts to fight climate change, retired military leaders fear | by @MarkFHand https…"
2,
2,RT @thehill: Trump order will undo Obama's climate change protections:  
2,"RT @thebetterindia: From a film about climate change by a -year-old to India's new seat at the World Bank, here are today's stories
httpsÃ¢â‚¬Â¦"
2,RT @BradReason: Trump revises White House website to remove climate change moments after taking office. #climatechange  …
2,"RT @MichaelEMann: 'In the age of Trump, a climate change libel suit heads to trial' by @ChelseaeHarvey of @WashingtonPost: …"
2,
2,
2,RT @dallasnews: Washington wants to restrict investor activism like @ExxonMobil climate change resolution | @JeffMosier …
2,"RT @climatehawk: In Chile, many see #climate change as greatest external threat | @NPRParallels …"
2,
2,RT @jason_koebler: All references to climate change have been deleted from the White House website:  #Inauguration
2,
2,RT @PopSci: How algae could make global warming worse  
2,"RT @altUSEPA: The CDC documents the effects of climate change on human health.
"
2,"RT @billmckibben: Massive algae blooms in the Arabian Sea tied to climate change--in oxygen-choked waters beneath, fish die …"
2,"RT @climatehawk: From heatwaves to hurricanes, floods to famine:  #climate change hotspots | @john_vidal @Guardian…"
2,
2,RT @guardian: Conservatives elected Trump; now they own climate change | John Abraham 
2,
2,
2,
2,"RT @CBCNews: Trump win a 'disaster' in the fight against climate change, scientists and environmentalists sayÃ¢â‚¬Â¦"
2,RT @janpaulvansoest: Another US agency deletes references to climate change on government website 
2,
2,
2,"RT @BBCScotlandNews: Santa might need extra reindeer to pull his sleigh, due to effects of climate change   https://…"
2,
2,
2,
2,RT @pwihub: The U.N. gave Australia a poor score for climate change progress; it hasn't created adequate climate change policy. …
2,RT @sciam: Polling suggests that Americans have sharply different opinions on climate change than the president. 
2,
2,RT @WorldfNature: Air pollution deaths expected to rise because of climate change - CBS News  
2,"RT @cassandrasweet: Energy Dept. rejects Trump's request to name climate change workers, who remain worried "
2,"RT @mmurraypolitics: The debate over climate change and global warming 'is far from settled,' he wrote in that May  piece …"
2,
2,
2,RT @DailyNewsEgypt: G stage set for climate change showdown -  
2,
2,
2,"RT @BelugaSolar: Donald Trump’s attitude towards climate change will cost American taxpayers 'billions' Vie @Independent
…"
2,RT @thehill: Federal court shuts down government-approved pipeline project over climate change concerns  …
2,
2,"RT @spectatorindex: BREAKING: White House website has removed climate change, LGBT rights and healthcare from its 'issues' section"
2,RT @thehill: Sanders rips Trump's EPA pick for saying his personal opinion on climate change is 'immaterial'…
2,
2,RT @BrookingsInst: Here’s the damage Trump could realistically do to global climate change agreements:  …
2,
2,
2,RT @Latina: Trump to drop climate change from environmental reviews: Bloomberg 
2,"RT @AVMAvets: Brazil risks rodent-borne Hantavirus rise due to sugarcane, climate change: scientists "
2,"RT @mims: BlackRock manages $. trillion, wants companies it part-owns to disclose their risk to climate change "
2,RT @guardiannews: On the climate change frontline: the disappearing fishing villages of Bangladesh #GlobalWarning 
2,RT @CNN: Kids are taking the feds -- and possibly Trump -- to court over climate change 
2,"RT @GuardianUS: Indigenous rights are key to preserving forests, climate change study finds "
2,RT @NatGasWorld: French election : Where the candidates stand on energy and climate change  …
2,RT @MotherJones: Cable news spent less than an hour covering climate change in   
2,RT @sciam: AntarcticaÃ¢â‚¬â„¢s southern ocean may no longer help delay global warming  
2,
2,RT @StanLeeGee: Scott Pruitt’s office deluged with angry callers after he questions the science of global warming 
2,
2,
2,RT @thehill: Sanders tears into EPA head for saying CO isn't a 'primary contributor' to climate change  …
2,RT @BagalueSunab: Dailytimes | Pakistan and global warming  -  via @Shareaholic
2,RT @nytimes: President Trump’s proposed EPA cuts go far beyond climate change 
2,RT @RealMuckmaker: 'This … follows from the basic laws of physics’: Scientists rebuke Scott Pruitt on climate change 
2,RT @TheEconomist: Some American firms are taking climate change so seriously that they are even surprising former critics …
2,
2,
2,
2,
2,
2,"RT @EnvDefenseFund: Despite political gridlock over climate change, the Pentagon is pushing ahead with plans to protect its assets. https:/…"
2,RT @EarthDefendah: #Climatechange Belfast Telegraph Ellie Goulding urges action on climate change ahead of Earth Hour……
2,RT @ClimateCentral: This key Atlantic current may be more likely to slow down (or collapse) with global warming  htt…
2,RT @thehill: Gore: I hope to work with Trump on climate change  
2,
2,RT @HuffPostPol: Joseph Gordon-Levitt and Chloë Sevigny want you to help fight climate change  …
2,
2,"RT @SafetyPinDaily: Trump's Environmental Protection Agency just deleted its climate change web page | By @willrworley 
…"
2,"RT @kylegriffin: At G-, world aligns against Trump policies ranging from free trade to climate change. "
2,
2,
2,"RT @BBCBreaking: UK government signs Paris Agreement, world's first comprehensive treaty on tackling climate change Ã¢â‚¬Â¦"
2,RT @ecojustice_ca: How cities are ahead of the curve in the fight against climate change �� 
2,RT @FactTank: % of Trump supporters care not too much or not at all about climate change:  
2,
2,
2,RT @MotherJones: Scott Pruitt doesn't agree that CO is a major contributor to global warming 
2,RT @Independent: US 'forces G to drop any mention of climate change' in joint statement 
2,RT @ajplus: Diplomats at the UN global warming summit are very concerned about Trump's stance on climate change. 
2,
2,RT @badgirl_loony: Golden Gate Park joins Badlands in defying Donald Trump by tweeting about climate change  via @Pa…
2,
2,
2,"RT @Independent: More likely a lesbian caused Hurricane Harvey than climate change, says right-wing commentator…"
2,
2,RT @MailOnline: Bizarre £ billion plan to refreeze the Arctic using giant pumps may help tackle climate change 
2,
2,"RT @Reuters: France, India to cooperate in fighting climate change "
2,RT @theecoheroes: How big data might curb climate change #data #environment #climatechange  
2,RT @FT: From trade and foreign policy to climate change: How the US could change under a President Donald Trump 
2,"RT @RobertKennedyJr: Record-breaking climate change pushes world into ‘uncharted territory’ 
"
2,RT @FAOMozambique: New #UNFAO project on climate change may benefit  households-#readon-  
2,
2,
2,RT @tan: 'Thailand drought : climate change impacts real'  
2,RT @MichaelEMann: 'World-leading climate change scientist calls for 'rebellion' against Donald Trump' by @Montaukian The @Independent: http…
2,
2,RT @VICE_Video: Kids just won the right to sue the US government over climate change:  
2,RT @nytimes: How climate change is making the glorious colors of fall foliage last longer  
2,"RT @praveenswami: Senior US diplomat in Beijing embassy resigns over Trump’s climate change decision, Carol Morello reports | …"
2,RT @WorldfNature: White House calls climate change funding 'a waste of your money' – video - The Guardian  …
2,
2,
2,RT @WGNWeatherGuy: Home Depot reaps a hurricane windfall as global warming intensifies storms  via @business https:/Ã¢â‚¬Â¦
2,
2,RT @smilinglaura: G leaders blame Trump for failure to reach climate change agreement 
2,
2,"RT @Jmalewitz: As ExxonMobil CEO, Rex Tillerson used the pseudonym 'Wayne Tracker' in climate change-related emails, NY AG says …"
2,
2,RT @YahooNews: Billionaire climate change activist says heÃ¢â‚¬â„¢ll spend whatever it takes to fight Trump  Ã¢â‚¬Â¦
2,RT @Lulihar: UK to 'scale down' climate change and illegal wildlife measures to bring in post-Brexit trade - secret documents …
2,RT @CNNPolitics: Sen. Bernie Sanders says the EPA chief denying carbon dioxide is a primary cause of global warming is 'pathetic'  https://…
2,"RT @ClimateNexus: Election results: UK could ditch its important role in global fight against climate change, environmentalists fear…"
2,RT @dji: Donald Trump and Prince Charles 'in row over climate change' ahead of President's first UK visit 
2,"RT @LouDobbs: Wanna Bet? France, UN tell Trump action on climate change unstoppable  via @YahooCanada
#MAGA #AmericaÃ¢â‚¬Â¦"
2,"RT @climatehawk: In message to Trump, EU says it will remain top investor against #climate change | @Reuters … "
2,RT @climatehawk: Scientists just published an entire study refuting @EPA head Scott Pruitt on #climate change  http…
2,
2,RT @ActualScience: Bird species vanish from UK due to climate change and habitat loss - The Guardian 
2,
2,RT @FriendsOScience: Trump says ‘nobody really knows’ if climate change is real  via @BostonGlobe
2,
2,RT @flynotes: Arctic ice melt could trigger uncontrollable climate change at global level 
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact  "
2,
2,RT @FoxNews: Bloomberg urges world leaders not to follow Trump's lead on climate change  
2,RT @Reuters: Trump to drop climate change from environmental reviews: Bloomberg 
2,RT @Independent: Massive 'rivers in the sky' will bring more deadly floods due global warming 
2,
2,RT @CNNPolitics: Donald Trump: 'Nobody really knows' if climate change is real  
2,
2,
2,RT @FT: Boris Johnson thinks he can persuade the Trump administration to continue efforts to combat climate change 
2,
2,
2,"RT @CNN: Depression, anxiety, PTSD: The mental impact of climate change  "
2,
2,
2,RT @CBCNews: G leaders reaffirm support of Paris climate change agreement without U.S.  
2,
2,RT @nytimesbusiness: Exxon Mobil is accusing the Rockefellers of a climate change conspiracy 
2,RT @RamsarConv: Global Peatlands Initiative launched to address climate change - Ramsar 
2,
2,RT @ABC: John Kerry says he'll continue with global warming efforts  
2,RT @qz: Bill Gates and investors worth $ billion are launching a fund to fight climate change through energy innovation …
2,
2,"RT @BruceBartlett: Trump's cut to flood map program could cause insurance rate hikes  Luckily, global warming/rising…"
2,RT @JohnLothian: Bill Gates and investors worth $ billion are launching a fund to fight climate change through energy innovation https:/…
2,
2,
2,RT @markrif: Trump’s Defense secretary calls climate change a national security risk 
2,RT @CBSNews: The fight against climate change runs into a cold hard reality  
2,
2,
2,RT @mattiwaananen: Donald Trump wants to shut off an orbiting space camera that monitors climate change 
2,RT @PostOpinions: Reader Anne Hubbard on climate change: 'These are not partisan issues. These are human issues.'…
2,"RT @business: Meet @AmberSullins, the red-state weatherwoman on a climate change mission  via @climate …"
2,"RT @NoamLevey: HHS pick Tom Price refuses to say that human activity is responsible for climate change. Needs to be studied, he tells @SenW…"
2,RT @splcenter: Study: global warming could increase poverty in the South through % economic decline 
2,RT @vicenews: Donald TrumpÃ¢â‚¬â„¢s unlikely climate change foe: corporate America  
2,RT @mcspocky: Rahm Emanuel revives deleted EPA climate change webpage  
2,RT @NYTScience: John Kerry made global warming and conservation a focus of U.S. diplomacy. Now Donald Trump has been elected. Ã¢â‚¬Â¦
2,RT @WorldfNature: Here is the worst defense of climate change skepticism that you will ever see - Washington Post…
2,
2,RT @TwitterMoments: Trump has called climate change a hoax. What could that mean for environmental issues during his presidency? Ã¢â‚¬Â¦
2,
2,RT @guardian: A million bottles a minute: world's plastic binge 'as dangerous as climate change' 
2,
2,
2,RT @CBCNews: Bank of Canada official touts pricing carbon to reduce climate change costs  
2,
2,"RT @BBCWorld: From free trade to climate change -  ways a Donald #Trump presidency changes the world 

Ã¢â‚¬Â¦"
2,
2,
2,RT @ABC: EPA announces its website will be updated to match Trump administration's views on issues like climate change…
2,RT @guardiannews: Al Gore: climate change threat leaves 'no time to despair' over Trump victory 
2,RT @thehill: NEW POLL:  percent think it's likely climate change will cause human extinction  …
2,RT @ClimateCentral: The balance of power is shifting for who is leading the world on climate change action  https://…
2,RT @Independent: Donald Trump team asks for list of Department of Energy workers who have attended climate change talks …
2,
2,
2,"RT @nytimes: How Americans think about climate change, in  maps  "
2,
2,"RT @WarmingWorld: World abandoning coal in dramatic style raises hope of avoiding dangerous global warming, says report - The… …"
2,RT @booiespot: Free access: health effects in climate change  @ACRRM @RuralDoctorsAus @RusticaUTAS @RDA_Tas @QldRGP
2,RT @johnmyers: Breaking: Big news for supporters of CA's climate change efforts. Business group's lawsuit challenging legality rej…
2,
2,
2,RT @washingtonpost: Senior diplomat in Beijing embassy resigns over Trump’s climate change decision 
2,
2,
2,RT @ElizabethMay: Record-breaking climate change pushes world into ‘uncharted territory’  #climate #GPC
2,RT @ChristopherWr: Australian business woefully unprepared for climate change  via @smh
2,
2,RT @Reuters: WATCH: Scientists defy Trump in climate change leak.  via @ReutersTV 
2,RT @coopah: U.S. Energy Department balks at Trump request for names on climate change  via @Reuters
2,"RT @CNN: What does Trump believe about climate change? His aides won't say, and you can't ask him  …"
2,
2,
2,"RT @HirokoTabuchi: As global warming melts Arctic sea ice, shipping routes once thought impossible, like over North Pole, may open up http…"
2,"RT @EconomistRadio: Listen: Poverty, health, education or climate change: where should governments spend their money? …"
2,RT @LarsJohanL: G leaders blame US for failure to reach climate change agreement in unusually frank statement. @morgfair @ShiCooks https:…
2,"RT @dunnclan: Interior official turns whistle-blower, claiming retaliation for climate change work  via @NewsHour"
2,RT @activist: REPORT: Rex Tillerson being investigated for using aliases for emails about link b/t fossil fuels and climate change https…
2,RT @thehill: EPA shuts down program helping states adjust to climate change  
2,"RT @TheEconomist: If humanity were facing the threat of cold, rather than heat, would a strong plan for climate change be in place? https:/…"
2,"RT @SEIclimate: Think #climate change is a hoax? Visit #Norway, minister says | @ClimateHome  “we are seeing… "
2,
2,RT @ReutersLive: LIVE: U.S. Secretary of State John Kerry speaks at #COP on implementing a global agreement on climate changeÃ¢â‚¬Â¦
2,
2,"RT @bpolitics: Tillerson used email alias 'Wayne Tracker' at Exxon to talk climate change, New York AG says  https:/…"
2,
2,
2,RT @washingtonpost: NASA is defiantly communicating climate change science despite Trump’s doubts 
2,
2,RT @VetsUnitedMarch: NY prosecutor says Exxon misled investors on climate change  via @Reuters
2,RT @Pacific: Fiji PM makes urgent call for Pacific nations 'to raise a unified voice on the issue of climate change and oceans'…
2,RT @GetZilient: What can the U.S. learn from India on climate change and energy access?  @rajshah…
2,RT @BreakingNewsUK: UK government signs Paris climate change agreement - Sky News 
2,
2,RT @SafetyPinDaily: The global reaction to Trump's climate change decision | By @ariabendix 
2,
2,
2,RT @business: Scientists want to give the atmosphere an antacid to relieve climate change  
2,
2,RT @_AGLH: Trump expected to announce the Oil Tycoon as Secretary of State. Introduces climate change… … #DraintheSw…
2,RT @scienmag: Corals survived Caribbean climate change  
2,
2,
2,
2,
2,RT @USATODAY: GOP congressman on climate change: God will 'take care of it' if it's real  
2,
2,
2,RT @IUCN: Mangroves and marshes are key in the climate change battle  #WorldWetlandsDay 
2,
2,
2,RT @ClimateChangRR: Michael Bloomberg and Mark Carney: How to make a profit from defeating climate change  …
2,
2,"RT @BBCEarth: Humans have triggered animal extinctions and climate change, altering the way our world soundsÃ¢â‚¬Â¦"
2,
2,
2,
2,"RT @pablorodas: #CLIMATEchange #p RT Moana, a kids’ movie about climate change and indigenous peoples, is in the…… "
2,RT @cnnbrk: Judge orders Exxon to hand over documents related to climate change for probe into whether company lied to public …
2,
2,RT @thehill: EPA removes climate change page from website amid 'updates'  
2,RT @France_en: G leaders reaffirm free trade but break with US on climate change  
2,
2,
2,
2,
2,RT @climatehawk: Vancouver considers abandoning parts of coast because of #climate change | @Motherboard Ã¢â‚¬Â¦
2,RT @thehill: CO levels in atmosphere hit new high as EPA head denies its role in climate change  …
2,
2,"RT @NYTScience: Facing climate change, China's future may depend on whether and how fast it redefines the concept of progress …"
2,RT @techreview: Scientists from  agencies have written a climate report that bucks claims that global warming may be natural. …
2,RT @washingtonpost: Polar bears hurt by climate change are more likely to turn to a new food source — humans 
2,
2,
2,RT @ajplus: France's new president invited U.S. climate scientists to move to France and fight climate change in the Trump era. …
2,RT @kylegriffin: Vatican official: Trump’s decision to withdraw from Paris climate change accord 'a disaster for the whole world'. https:/…
2,"RT @ClimateUC: News on climate change science and clean energy solutions. Curated by the University of California, a national leader in sus…"
2,RT @tutticontenti: Penguins quickly disappearing from Antarctica due to climate change 
2,
2,RT @snowleopards: % of snow leopard habitat can be considered safe from climate change - October eNews - 
2,
2,RT @liamstack: Trump asked the Department of Energy for the names of every employee who has been to climate change conferences …
2,RT @YEARSofLIVING: Celeb-packed 'Years of Living Dangerously' wants to make climate change a voting issue  viaÃ¢â‚¬Â¦
2,RT @climatehawk: Billionaire Richard Branson on Donald Trump: focus on #climate change  #globalwarmingÃ¢â‚¬Â¦
2,RT @NRDC: EPA administrator Scott Pruitt said that CO emitted by human activity is not the key cause of climate change. …
2,RT @guardian: Trump interior secretary pick on climate change: 'I don’t believe it’s a hoax' 
2,
2,
2,
2,RT @guardian: Trump picks climate change sceptic Scott Pruitt to lead EPA 
2,"RT @HuffPostPol: Exxon Mobil 'misled' the public on climate change for  years, a Harvard study finds  …"
2,
2,RT @Jackthelad: Emergency campaign launched to convince Trump climate change is real. Failure risks 'planetary disaster' Ã¢â‚¬Â¦
2,RT @guardianeco: Trump begins tearing up Obama's years of progress on tackling climate change 
2,
2,"RT @washingtonpost: Scott Pruitt’s office deluged with angry callers after he questions the science of global warming
…"
2,
2,"RT @MikeySlezak: The global green movement prepares to fight Trump on climate change Ã¢â‚¬â€œ UK, US and Aus. @getup @ausconservation Ã¢â‚¬Â¦"
2,
2,
2,
2,"RT @FoxBusiness: Merkel urges EU to control their own destiny, after Trump visit, climate change decision  …"
2,
2,"RT @AMWClarkLaw: Macron to scientists and innovators, esp. re climate change: come to France "
2,RT @climatehawk: World’s largest reindeer population may fall victim to #climate change | @ScienceNews …
2,
2,RT @thehill: National park deletes viral climate change tweets that defied Trump social media ban:  …
2,
2,RT @Reuters: Secretary of State Kerry urges countries to treat climate change as urgent threat despite uncertainty he says creatÃ¢â‚¬Â¦
2,
2,RT @Hurshal: #climatechange Energy productivity vital to avoid worst effects of climate change: new report……
2,RT @FeelTheBern: RT guardian: Ã¢â‚¬ËœThereÃ¢â‚¬â„¢s no plan BÃ¢â‚¬â„¢: climate change scientists fear consequence of Trump victory 
2,RT @guardian: Ã¢â‚¬ËœThereÃ¢â‚¬â„¢s no plan BÃ¢â‚¬â„¢: climate change scientists fear consequence of Trump victory 
2,RT @BirdLife_News: New research: climate change could deliver final blow to half the world's endangered mammals  htt…
2,
2,
2,RT @caitrionambalfe:  years of global warming in a minute-long symphony 
2,
2,"RT @climatehawk: Mayors will lead on #climate change for political gain, says ex-NYC mayor | @Reuters …"
2,RT @sciam: Energy Department rejects President-elect Trump’s request to identify employees who worked on climate change…
2,
2,
2,RT @latimes: Gov. Jerry Brown warns Trump that California won't back down on climate change 
2,RT @UN_Women: Report shows women in China are more vulnerable to the adverse impacts of climate change than men. Learn more: …
2,
2,RT @coopah: Energy Department rejects Trump request for names of employees whose work touched on climate change 
2,"RT @Primal: @theecoheroes Scientists disprove there was a hiatus in global warming after...
 via telegra… "
2,RT @rhettrites: Perkins: climate change for U.S. Army means that entity must be ready for the circumstances at a location cc would bring. #…
2,RT @DailyMail: Weather Channel attacks Breitbart for 'misleading' article on climate change  
2,
2,"RT @AmazonWatch: #Indigenous rights are key to preserving forests, climate change study finds  Ã¢â‚¬Â¦"
